Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
1300 N Holtzclaw Ave,Chattanooga,TN,37406,09/05/2022 08:04:00 PM,TN0330100,B3,Baker N,120,Robbery,Part 1 Crimes,22-096973,3,Pending/Possible Leads,35.053886,-85.270336,POINT (-85.270336 35.053886),8
2000 Citico Ave,Chattanooga,TN,37404,09/05/2022 07:30:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-097018,3,Pending/Possible Leads,35.045750000000005,-85.267698,POINT (-85.267698 35.04575),8
4300 Rossville Blvd,Chattanooga,TN,37407,09/05/2022 05:41:00 PM,TN0330100,B9,Baker S,120,Robbery,Part 1 Crimes,22-096901,1,Unfounded,34.993787999999995,-85.290944,POINT (-85.290944 34.993788),7
17300 Interstate 24 Eb,Chattanooga,TN,37419,09/05/2022 04:50:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-096883,3,Pending/Possible Leads,35.007487,-85.39339100000001,POINT (-85.393391 35.007487),1
1900 Gunbarrel Rd,Chattanooga,TN,37421,09/05/2022 04:42:00 PM,TN0330100,C7,Charlie N,11A,Forcible Rape,Part 1 Crimes,22-096849,3,Pending/Possible Leads,35.027072999999994,-85.15722199999999,POINT (-85.157222 35.027073),4
4400 58 Hwy,Chattanooga,TN,37416,09/05/2022 04:31:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-096867,3,Pending/Possible Leads,35.084978,-85.202115,POINT (-85.202115 35.084978),3
1200 Hosea Ln,Chattanooga,TN,37404,09/05/2022 04:27:00 PM,TN0330100,B7,Baker S,11A,Forcible Rape,Part 1 Crimes,22-096872,1,Unfounded,35.019206000000004,-85.296364,POINT (-85.296364 35.019206),8
700 E 11th St,Chattanooga,TN,37403,09/05/2022 01:05:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-096802,2,Cleared by Arrest,35.040012,-85.301301,POINT (-85.301301 35.040012),8
2700 E 21st St,Chattanooga,TN,37404,09/05/2022 07:40:00 AM,TN0330100,B6,Baker S,120,Robbery,Part 1 Crimes,22-096712,3,Pending/Possible Leads,35.016863,-85.270164,POINT (-85.270164 35.016863),9
2000 Hamill Rd,Chattanooga,TN,37343,09/05/2022 12:44:00 AM,TN0330100,A2,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-096651,3,Pending/Possible Leads,35.124477,-85.23844799999999,POINT (-85.238448 35.124477),3
900 Douglas St,Chattanooga,TN,37403,09/04/2022 06:29:00 PM,TN0330100,A9,Adam S,11A,Forcible Rape,Part 1 Crimes,22-096532,1,Unfounded,35.045673,-85.33383599999999,POINT (-85.333836 35.045673),1
3500 Sunrise Terrace,Chattanooga,TN,37343,09/04/2022 05:00:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-097758,3,Pending/Possible Leads,35.153013,-85.24670599999999,POINT (-85.246706 35.153013),3
1500 S Kelley St,Chattanooga,TN,37404,09/04/2022 03:10:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-096488,2,Cleared by Arrest,35.024336,-85.27588999999999,POINT (-85.27589 35.024336),9
4200 Wilkesview Dr,Chattanooga,TN,37416,09/04/2022 02:11:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-096469,3,Pending/Possible Leads,35.081559,-85.203639,POINT (-85.203639 35.081559),5
1800 S Willow St,Chattanooga,TN,37404,09/04/2022 08:00:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-102483,1,Unfounded,35.020943,-85.278116,POINT (-85.278116 35.020943),8
400 Spruce St,Chattanooga,TN,37404,09/04/2022 01:09:00 AM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-096327,3,Pending/Possible Leads,35.038185,-85.28490500000001,POINT (-85.284905 35.038185),8
00 Station St,Chattanooga,TN,37408,09/04/2022 01:00:00 AM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-096330,3,Pending/Possible Leads,35.036725000000004,-85.305285,POINT (-85.305285 35.036725),8
700 E 11th St,Chattanooga,TN,37403,09/03/2022 09:30:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-096250,2,Cleared by Arrest,35.040788000000006,-85.299557,POINT (-85.299557 35.040788),8
6000 Lee Hwy,Chattanooga,TN,37421,09/03/2022 09:30:00 PM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-096253,3,Pending/Possible Leads,35.014686000000005,-85.21011399999999,POINT (-85.210114 35.014686),6
2400 Williams St,Chattanooga,TN,37408,09/03/2022 09:08:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-096258,2,Cleared by Arrest,35.029087,-85.313984,POINT (-85.313984 35.029087),7
3600 Brainerd Rd,Chattanooga,TN,37411,09/03/2022 07:45:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-096222,3,Pending/Possible Leads,35.025628,-85.245667,POINT (-85.245667 35.025628),9
4100 Rossville Blvd,Chattanooga,TN,37407,09/03/2022 06:54:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-096196,3,Pending/Possible Leads,34.996099,-85.291196,POINT (-85.291196 34.996099),7
4800 Hixson Pike,Chattanooga,TN,37343,09/03/2022 11:20:00 AM,TN0330100,A3,Adam N,120,Robbery,Part 1 Crimes,22-096054,3,Pending/Possible Leads,35.126475,-85.246892,POINT (-85.246892 35.126475),3
3900 14th Ave,Chattanooga,TN,37407,09/03/2022 10:24:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-096068,3,Pending/Possible Leads,34.996705,-85.279481,POINT (-85.279481 34.996705),7
800 E 10th St,Chattanooga,TN,37403,09/03/2022 09:38:00 AM,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,22-096008,2,Cleared by Arrest,35.040165,-85.295833,POINT (-85.295833 35.040165),8
6000 Shallowford Rd,Chattanooga,TN,37421,09/03/2022 02:02:00 AM,TN0330100,C6,Charlie N,120,Robbery,Part 1 Crimes,22-095925,3,Pending/Possible Leads,35.054880000000004,-85.18855599999999,POINT (-85.188556 35.05488),6
2200 Milne St,Chattanooga,TN,37406,09/03/2022 12:32:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-095902,3,Pending/Possible Leads,35.046869,-85.263685,POINT (-85.263685 35.046869),8
4100 Fagan St,Chattanooga,TN,37410,09/02/2022 11:35:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-095889,3,Pending/Possible Leads,35.002033,-85.309868,POINT (-85.309868 35.002033),7
100 Talley Rd,Chattanooga,TN,37411,09/02/2022 11:18:00 PM,TN0330100,C2,Charlie S,120,Robbery,Part 1 Crimes,22-095886,2,Cleared by Arrest,35.02114,-85.238704,POINT (-85.238704 35.02114),5
2100 Davenport St,Chattanooga,TN,37406,09/02/2022 09:58:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-095853,2,Cleared by Arrest,35.060874,-85.25368,POINT (-85.25368 35.060874),9
2000 Gunbarrel Rd,Chattanooga,TN,37421,09/02/2022 09:18:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-095840,3,Pending/Possible Leads,35.031297,-85.155266,POINT (-85.155266 35.031297),4
300 Mcbrien Rd,Chattanooga,TN,37411,09/02/2022 02:15:00 PM,TN0330100,C3,Charlie S,120,Robbery,Part 1 Crimes,22-095700,3,Pending/Possible Leads,35.006219,-85.224295,POINT (-85.224295 35.006219),6
900 W 37th St,Chattanooga,TN,37410,09/02/2022 12:20:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-095664,3,Pending/Possible Leads,35.01052,-85.319181,POINT (-85.319181 35.01052),7
7300 Courage Way,Chattanooga,TN,37421,09/02/2022 12:00:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-096858,2,Cleared by Arrest,35.051912,-85.145498,POINT (-85.145498 35.051912),6
7000 Mccutcheon Rd,Chattanooga,TN,37421,09/02/2022 10:55:00 AM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-095609,3,Pending/Possible Leads,35.045010999999995,-85.15807,POINT (-85.15807 35.045011),6
900 E 3rd St,Chattanooga,TN,37403,09/02/2022 01:00:00 AM,TN0330100,A8,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-097408,3,Pending/Possible Leads,35.047897000000006,-85.29022300000001,POINT (-85.290223 35.047897),8
400 Roanoke Ave,Chattanooga,TN,37404,09/01/2022 11:30:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-095486,2,Cleared by Arrest,35.041524,-85.270794,POINT (-85.270794 35.041524),8
3300 4th Ave,Chattanooga,TN,37407,09/01/2022 11:25:00 PM,TN0330100,B8,Baker S,120,Robbery,Part 1 Crimes,22-095481,3,Pending/Possible Leads,35.004983,-85.28661199999999,POINT (-85.286612 35.004983),7
1400 Dodson Ave,Chattanooga,TN,37406,09/01/2022 07:15:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-095406,2,Cleared by Arrest,35.052797999999996,-85.259646,POINT (-85.259646 35.052798),9
4700 Midland Pike,Chattanooga,TN,37411,09/01/2022 06:45:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-095399,3,Pending/Possible Leads,35.027358,-85.222915,POINT (-85.222915 35.027358),5
5700 Brainerd Rd,Chattanooga,TN,37411,09/01/2022 02:08:00 PM,TN0330100,C3,Charlie S,120,Robbery,Part 1 Crimes,22-095287,3,Pending/Possible Leads,35.011531,-85.21332,POINT (-85.21332 35.011531),6
2100 Chestnut St,Chattanooga,TN,37408,09/01/2022 02:04:00 AM,TN0330100,A10,Adam S,120,Robbery,Part 1 Crimes,22-095117,3,Pending/Possible Leads,35.033414,-85.3155,POINT (-85.3155 35.033414),7
3300 Black Oak Cir,Chattanooga,TN,37415,09/01/2022 12:01:00 AM,TN0330100,A3,Adam N,11A,Forcible Rape,Part 1 Crimes,22-130955,3,Pending/Possible Leads,35.102119,-85.277388,POINT (-85.277388 35.102119),2
6800 Lee Hwy,Chattanooga,TN,37421,08/31/2022 09:45:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-095063,2,Cleared by Arrest,35.041743,-85.166666,POINT (-85.166666 35.041743),6
4500 Delashmitt Rd,Chattanooga,TN,37343,08/31/2022 09:25:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-095062,3,Pending/Possible Leads,35.128907,-85.264762,POINT (-85.264762 35.128907),2
1600 Parkway Dr,Chattanooga,TN,37406,08/31/2022 09:00:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-095131,3,Pending/Possible Leads,35.047616999999995,-85.23455799999999,POINT (-85.234558 35.047617),5
3400 Amnicola Hwy,Chattanooga,TN,37406,08/31/2022 08:30:00 PM,TN0330100,B1,Baker N,120,Robbery,Part 1 Crimes,22-095286,2,Cleared by Arrest,35.082616,-85.263532,POINT (-85.263532 35.082616),8
700 E 11th St,Chattanooga,TN,37403,08/31/2022 05:00:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-095023,3,Pending/Possible Leads,35.040787,-85.300844,POINT (-85.300844 35.040787),8
2000 E 23rd St,Chattanooga,TN,37404,08/30/2022 08:12:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-094615,2,Cleared by Arrest,35.018944,-85.2818,POINT (-85.2818 35.018944),8
6900 Shallowford Rd,Chattanooga,TN,37421,08/30/2022 06:38:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-094579,2,Cleared by Arrest,35.046281,-85.16057699999999,POINT (-85.160577 35.046281),6
2000 Cleveland Ave,Chattanooga,TN,37404,08/30/2022 07:30:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-094331,2,Cleared by Arrest,35.043112,-85.270268,POINT (-85.270268 35.043112),8
2000 Cleveland Ave,Chattanooga,TN,37404,08/30/2022 07:30:00 AM,TN0330100,B4,Baker N,120,Robbery,Part 1 Crimes,22-094331,2,Cleared by Arrest,35.042486,-85.270298,POINT (-85.270298 35.042486),8
2500 De Sales Ave,Chattanooga,TN,37404,08/30/2022 12:05:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-094243,4,Inactive/Suspended,35.041078,-85.2598,POINT (-85.2598 35.041078),9
600 Dodson Ave,Chattanooga,TN,37404,08/29/2022 07:18:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-094177,3,Pending/Possible Leads,35.042893,-85.26598700000001,POINT (-85.265987 35.042893),8
800 Wheeler Ave,Chattanooga,TN,37406,08/29/2022 12:00:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-097455,3,Pending/Possible Leads,35.044089,-85.262766,POINT (-85.262766 35.044089),8
4500 Rossville Blvd,Chattanooga,TN,37407,08/29/2022 02:23:00 AM,TN0330100,B9,Baker S,120,Robbery,Part 1 Crimes,22-093885,3,Pending/Possible Leads,34.989992,-85.290214,POINT (-85.290214 34.989992),7
6500 Esquire Ln,Chattanooga,TN,37343,08/28/2022 11:48:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-093862,3,Pending/Possible Leads,35.16874,-85.234509,POINT (-85.234509 35.16874),3
100 W 26th St,Chattanooga,TN,37408,08/28/2022 10:39:00 PM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-093836,3,Pending/Possible Leads,35.027442,-85.313812,POINT (-85.313812 35.027442),7
1900 E 26th St,Chattanooga,TN,37407,08/28/2022 09:00:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-093941,2,Cleared by Arrest,35.014499,-85.28552900000001,POINT (-85.285529 35.014499),8
1900 Sharp St,Chattanooga,TN,37404,08/28/2022 08:24:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-093801,2,Cleared by Arrest,35.043509,-85.27058099999999,POINT (-85.270581 35.043509),8
3100 14th Ave,Chattanooga,TN,37407,08/28/2022 06:05:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-093811,3,Pending/Possible Leads,35.002936,-85.275652,POINT (-85.275652 35.002936),7
7500 Noah Reid Rd,Chattanooga,TN,37416,08/28/2022 12:50:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-093652,3,Pending/Possible Leads,35.066909,-85.17392,POINT (-85.17392 35.066909),6
800 E 12th St,Chattanooga,TN,37403,08/28/2022 11:01:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-093631,3,Pending/Possible Leads,35.037707999999995,-85.297868,POINT (-85.297868 35.037708),8
700 E Martin Luther King Blvd,Chattanooga,TN,37403,08/28/2022 10:55:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-093624,2,Cleared by Arrest,35.04157,-85.296471,POINT (-85.296471 35.04157),8
7600 Lee Hwy,Chattanooga,TN,37421,08/28/2022 12:00:00 AM,TN0330100,C9,Charlie N,11A,Forcible Rape,Part 1 Crimes,22-106401,3,Pending/Possible Leads,35.059045,-85.136052,POINT (-85.136052 35.059045),6
E 19th & S Hawthorne St,Chattanooga,TN,37407,08/27/2022 11:47:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-093511,3,Pending/Possible Leads,34.994747,-85.27961499999999,POINT (-85.279615 34.994747),7
200 W 36th St,Chattanooga,TN,37410,08/27/2022 07:29:00 PM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-093428,3,Pending/Possible Leads,35.008412,-85.311839,POINT (-85.311839 35.008412),7
1500 Ryan St,Chattanooga,TN,37404,08/27/2022 01:00:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-093292,3,Pending/Possible Leads,35.020496,-85.268367,POINT (-85.268367 35.020496),9
1700 Urban Trl,Chattanooga,TN,37405,08/27/2022 07:30:00 AM,TN0330100,A5,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-093195,2,Cleared by Arrest,35.082397,-85.320487,POINT (-85.320487 35.082397),1
900 Siskin Dr,Chattanooga,TN,37403,08/27/2022 02:00:00 AM,TN0330100,A8,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-093156,3,Pending/Possible Leads,35.051494,-85.29433300000001,POINT (-85.294333 35.051494),8
7100 Lee Hwy,Chattanooga,TN,37421,08/26/2022 10:30:00 PM,TN0330100,C9,Charlie N,120,Robbery,Part 1 Crimes,22-093116,4,Inactive/Suspended,35.047511,-85.15862899999999,POINT (-85.158629 35.047511),6
900 Blackford St,Chattanooga,TN,37403,08/26/2022 07:00:00 PM,TN0330100,A8,Adam S,11A,Forcible Rape,Part 1 Crimes,22-093061,1,Unfounded,35.049745,-85.289857,POINT (-85.289857 35.049745),8
18000 Interstate 24 Wb,Chattanooga,TN,37408,08/26/2022 05:51:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-093014,3,Pending/Possible Leads,35.022039,-85.298384,POINT (-85.298384 35.022039),8
400 Tunnel Blvd,Chattanooga,TN,37411,08/26/2022 05:45:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-093007,3,Pending/Possible Leads,35.034181000000004,-85.243426,POINT (-85.243426 35.034181),
1900 E 32nd St,Chattanooga,TN,37407,08/26/2022 04:20:00 PM,TN0330100,B7,Baker S,11A,Forcible Rape,Part 1 Crimes,22-092964,1,Unfounded,35.008385000000004,-85.28827,POINT (-85.28827 35.008385),7
6600 Riggins Dr,Chattanooga,TN,37421,08/26/2022 11:05:00 AM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-092845,2,Cleared by Arrest,35.046997000000005,-85.172738,POINT (-85.172738 35.046997),6
4700 Robinwood Dr,Chattanooga,TN,37416,08/26/2022 07:00:00 AM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-092836,2,Cleared by Arrest,35.076342999999994,-85.193247,POINT (-85.193247 35.076343),5
700 Mansion Cir,Chattanooga,TN,37405,08/26/2022 12:30:00 AM,TN0330100,A4,Adam N,11A,Forcible Rape,Part 1 Crimes,22-092772,I,Closed,35.080957,-85.29679,POINT (-85.29679 35.080957),2
2400 Tunnel Blvd,Chattanooga,TN,37406,08/25/2022 09:45:00 PM,TN0330100,C1,Charlie S,11A,Forcible Rape,Part 1 Crimes,22-092660,3,Pending/Possible Leads,35.060512,-85.229787,POINT (-85.229787 35.060512),5
2500 Market St,Chattanooga,TN,37408,08/25/2022 08:30:00 PM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-092649,3,Pending/Possible Leads,35.026762999999995,-85.310276,POINT (-85.310276 35.026763),7
4100 Virginia Ave,Chattanooga,TN,37409,08/25/2022 07:10:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-092606,2,Cleared by Arrest,35.006674,-85.32791399999999,POINT (-85.327914 35.006674),7
1200 Peeples St,Chattanooga,TN,37403,08/25/2022 04:00:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-092527,3,Pending/Possible Leads,35.037167,-85.300464,POINT (-85.300464 35.037167),8
5200 Rotary Dr,Chattanooga,TN,37416,08/25/2022 05:00:00 AM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-092320,2,Cleared by Arrest,35.101896999999994,-85.176828,POINT (-85.176828 35.101897),3
600 Hamilton Ave,Chattanooga,TN,37405,08/25/2022 02:00:00 AM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-093091,3,Pending/Possible Leads,35.070174,-85.309004,POINT (-85.309004 35.070174),1
Kirby Ave,Chattanooga,TN,37404,08/25/2022 02:00:00 AM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-092571,3,Pending/Possible Leads,35.032854,-85.27637899999999,POINT (-85.276379 35.032854),9
1200 Peeples St,Chattanooga,TN,37403,08/24/2022 08:54:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-092247,3,Pending/Possible Leads,35.038643,-85.301228,POINT (-85.301228 35.038643),8
5300 Central Ave,Chattanooga,TN,37410,08/24/2022 08:20:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-092237,2,Cleared by Arrest,34.989133,-85.319259,POINT (-85.319259 34.989133),7
800 E 12th St,Chattanooga,TN,37403,08/24/2022 08:00:00 PM,TN0330100,A9,Adam S,11A,Forcible Rape,Part 1 Crimes,22-092411,3,Pending/Possible Leads,35.03858099999999,-85.298429,POINT (-85.298429 35.038581),8
E 12th St & Peeples St,Chattanooga,TN,37403,08/24/2022 05:52:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-092180,3,Pending/Possible Leads,35.03958,-85.299633,POINT (-85.299633 35.03958),8
4800 Hwy 58,Chattanooga,TN,37421,08/24/2022 05:45:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-092183,3,Pending/Possible Leads,35.081215,-85.262543,POINT (-85.262543 35.081215),8
700 N Germantown Rd,Chattanooga,TN,37411,08/24/2022 04:47:00 PM,TN0330100,C2,Charlie S,120,Robbery,Part 1 Crimes,22-092140,3,Pending/Possible Leads,35.032728,-85.241444,POINT (-85.241444 35.032728),9
100 River St,Chattanooga,TN,37405,08/24/2022 09:27:00 AM,TN0330100,A7,Adam S,11A,Forcible Rape,Part 1 Crimes,22-091616,3,Pending/Possible Leads,35.060939,-85.307286,POINT (-85.307286 35.060939),2
7200 Bonny Oaks Dr,Chattanooga,TN,37421,08/23/2022 08:14:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-091746,3,Pending/Possible Leads,35.064448,-85.142253,POINT (-85.142253 35.064448),6
300 Rowe Rd,Chattanooga,TN,37411,08/23/2022 09:00:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-091575,2,Cleared by Arrest,35.034123,-85.251535,POINT (-85.251535 35.034123),9
2100 Laura St,Chattanooga,TN,37406,08/23/2022 03:09:00 AM,TN0330100,B3,Baker N,120,Robbery,Part 1 Crimes,22-091446,3,Pending/Possible Leads,35.050569,-85.263103,POINT (-85.263103 35.050569),8
1000 Airport Rd,Chattanooga,TN,37421,08/22/2022 08:00:00 PM,TN0330100,C4,Charlie S,11A,Forcible Rape,Part 1 Crimes,22-091645,1,Unfounded,35.036465,-85.19622399999999,POINT (-85.196224 35.036465),5
400 Greenway View Dr,Chattanooga,TN,37411,08/22/2022 05:13:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-091320,2,Cleared by Arrest,34.9904657,-85.289109,POINT (-85.289109 34.9904657),7
7000 Shallowford Rd,Chattanooga,TN,37421,08/22/2022 12:30:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-091640,3,Pending/Possible Leads,35.044612,-85.157053,POINT (-85.157053 35.044612),6
400 W 38th St,Chattanooga,TN,37410,08/21/2022 10:09:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-091024,3,Pending/Possible Leads,35.006714,-85.31541299999999,POINT (-85.315413 35.006714),7
3800 Wilcox Blvd,Chattanooga,TN,37411,08/21/2022 08:56:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-091005,3,Pending/Possible Leads,35.042374,-85.225383,POINT (-85.225383 35.042374),9
2200 Taylor St,Chattanooga,TN,37406,08/21/2022 02:20:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-090893,3,Pending/Possible Leads,35.0418551,-85.24373700000001,POINT (-85.243737 35.0418551),9
3200 Crestfield Dr,Chattanooga,TN,37411,08/21/2022 06:10:00 AM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-090777,2,Cleared by Arrest,35.049462,-85.24091700000001,POINT (-85.240917 35.049462),5
5400 Hwy 153,Chattanooga,TN,37343,08/20/2022 10:13:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-090663,3,Pending/Possible Leads,35.14084,-85.24950799999999,POINT (-85.249508 35.14084),2
Camden St & Bradt St,Chattanooga,TN,37406,08/20/2022 01:38:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-090510,3,Pending/Possible Leads,35.055113,-85.262821,POINT (-85.262821 35.055113),8
4900 Jeffery Ln,Chattanooga,TN,37410,08/19/2022 11:43:00 PM,TN0330100,A12,Adam S,120,Robbery,Part 1 Crimes,22-090345,3,Pending/Possible Leads,34.989081,-85.306077,POINT (-85.306077 34.989081),7
200 Broad St,Chattanooga,TN,37402,08/19/2022 09:01:00 PM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-090288,3,Pending/Possible Leads,35.053492,-85.311075,POINT (-85.311075 35.053492),7
3600 Hixson Pike,Chattanooga,TN,37415,08/19/2022 06:24:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-090268,3,Pending/Possible Leads,35.108104,-85.272107,POINT (-85.272107 35.108104),2
