Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Longitude,Location,citydst
400-42 Frazier Ave,Chattanooga,TN,37405,09/26/2022 09:51:00 PM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-105391,3,Pending/Possible Leads,35.062328,-85.303646,POINT (-85.303646 35.062328),2
2100 Taylor St,Chattanooga,TN,37406,09/26/2022 09:26:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-105388,3,Pending/Possible Leads,35.061689,-85.253823,POINT (-85.253823 35.061689),9
May St & Bush St,Chattanooga,TN,37405,09/26/2022 04:05:00 PM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-105253,3,Pending/Possible Leads,35.066504,-85.311623,POINT (-85.311623 35.066504),1
2100 Gunbarrel Rd,Chattanooga,TN,37421,09/26/2022 03:00:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-105222,2,Cleared by Arrest,35.034178,-85.148771,POINT (-85.148771 35.034178),4
Dodds Ave & E 30th St,Chattanooga,TN,37407,09/26/2022 11:26:00 AM,TN0330100,B6,Baker S,11A,Forcible Rape,Part 1 Crimes,22-105161,3,Pending/Possible Leads,35.007079,-85.277715,POINT (-85.277715 35.007079),7
4100 13th Ave,Chattanooga,TN,37407,09/25/2022 11:52:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-104990,3,Pending/Possible Leads,34.994994999999996,-85.281931,POINT (-85.281931 34.994995),7
1100 S Lyerly St,Chattanooga,TN,37404,09/25/2022 10:18:00 PM,TN0330100,B5,Baker S,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,22-105008,2,Cleared by Arrest,35.026554,-85.27284800000001,POINT (-85.272848 35.026554),8
1100 S Lyerly St,Chattanooga,TN,37404,09/25/2022 10:18:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-105008,2,Cleared by Arrest,35.027382,-85.272226,POINT (-85.272226 35.027382),9
7700 Lee Hwy,Chattanooga,TN,37421,09/25/2022 09:30:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-105418,I,Closed,35.061619,-85.133492,POINT (-85.133492 35.061619),6
2300 E 3rd St,Chattanooga,TN,37404,09/25/2022 04:50:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-104903,3,Pending/Possible Leads,35.038362,-85.26535700000001,POINT (-85.265357 35.038362),9
500 E Martin Luther King Blvd,Chattanooga,TN,37403,09/25/2022 02:55:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-104874,3,Pending/Possible Leads,35.043727,-85.302649,POINT (-85.302649 35.043727),8
1700 E 50th St,Chattanooga,TN,37407,09/25/2022 11:18:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-104808,2,Cleared by Arrest,34.987,-85.28868399999999,POINT (-85.288684 34.987),7
1000 Alhambra Dr,Chattanooga,TN,37421,09/25/2022 02:00:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-104732,3,Pending/Possible Leads,35.015932,-85.187608,POINT (-85.187608 35.015932),6
700 N Germantown Rd,Chattanooga,TN,37411,09/24/2022 11:05:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-104669,3,Pending/Possible Leads,35.033785,-85.242096,POINT (-85.242096 35.033785),9
500 Cranberry Way,Chattanooga,TN,37343,09/24/2022 10:59:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-104667,2,Cleared by Arrest,35.125333999999995,-85.262057,POINT (-85.262057 35.125334),2
600 Arlington Ave,Chattanooga,TN,37404,09/24/2022 10:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-104661,2,Cleared by Arrest,35.042108999999996,-85.264745,POINT (-85.264745 35.042109),8
100 Hollyberry Ln,Chattanooga,TN,37411,09/24/2022 08:40:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-104613,3,Pending/Possible Leads,35.019919,-85.237474,POINT (-85.237474 35.019919),5
200 S St Marks Ave,Chattanooga,TN,37411,09/24/2022 03:15:00 AM,TN0330100,C3,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-104355,2,Cleared by Arrest,35.00895,-85.22794999999999,POINT (-85.22795 35.00895),6
7700 Lee Hwy,Chattanooga,TN,37421,09/23/2022 07:46:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-104215,3,Pending/Possible Leads,35.060809,-85.133675,POINT (-85.133675 35.060809),6
3500 Montview Dr,Chattanooga,TN,37411,09/23/2022 02:57:00 PM,TN0330100,C2,Charlie S,11A,Forcible Rape,Part 1 Crimes,22-104088,3,Pending/Possible Leads,35.02683,-85.247697,POINT (-85.247697 35.02683),9
1100 E 3rd St,Chattanooga,TN,37403,09/23/2022 02:55:00 PM,TN0330100,A8,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-104089,3,Pending/Possible Leads,35.046229999999994,-85.28589,POINT (-85.28589 35.04623),8
1700 N Concord Rd,Chattanooga,TN,37421,09/23/2022 01:27:00 PM,TN0330100,C8,Charlie N,11A,Forcible Rape,Part 1 Crimes,22-104046,3,Pending/Possible Leads,35.027184,-85.170413,POINT (-85.170413 35.027184),4
2700 Orton St,Chattanooga,TN,37406,09/23/2022 09:40:00 AM,TN0330100,B2,Baker N,120,Robbery,Part 1 Crimes,22-103948,3,Pending/Possible Leads,35.070165,-85.25404,POINT (-85.25404 35.070165),8
700 N Highland Park Ave,Chattanooga,TN,37404,09/23/2022 02:00:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-103867,3,Pending/Possible Leads,35.047731,-85.275013,POINT (-85.275013 35.047731),8
2300 E 23rd St,Chattanooga,TN,37407,09/22/2022 11:30:00 PM,TN0330100,B6,Baker S,11A,Forcible Rape,Part 1 Crimes,22-104171,1,Unfounded,35.016814,-85.2762,POINT (-85.2762 35.016814),9
3100 Dodds Ave,Chattanooga,TN,37407,09/22/2022 06:20:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-103724,3,Pending/Possible Leads,35.004974000000004,-85.277835,POINT (-85.277835 35.004974),7
2100 Chamberlain Ave,Chattanooga,TN,37404,09/22/2022 03:30:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-103639,2,Cleared by Arrest,35.032858,-85.270848,POINT (-85.270848 35.032858),9
4200 Dodds Ave,Chattanooga,TN,37407,09/22/2022 12:57:00 PM,TN0330100,B9,Baker S,11A,Forcible Rape,Part 1 Crimes,22-103537,I,Closed,34.993717000000004,-85.285754,POINT (-85.285754 34.993717),7
3100 12th Ave,Chattanooga,TN,37407,09/22/2022 01:11:00 AM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-103409,3,Pending/Possible Leads,35.005044999999996,-85.27878199999999,POINT (-85.278782 35.005045),7
2000 Camden St,Chattanooga,TN,37406,09/22/2022 12:00:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-103514,1,Unfounded,35.054596000000004,-85.262035,POINT (-85.262035 35.054596),8
1100 Arlington Ave,Chattanooga,TN,37406,09/21/2022 05:00:00 AM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-103030,2,Cleared by Arrest,35.049121,-85.26024100000001,POINT (-85.260241 35.049121),8
00 Birmingham Hwy,Chattanooga,TN,37419,09/20/2022 10:06:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-103018,2,Cleared by Arrest,35.017619,-85.382994,POINT (-85.382994 35.017619),1
00 Birmingham Hwy,Chattanooga,TN,37419,09/20/2022 10:06:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-103042,2,Cleared by Arrest,35.016733,-85.382579,POINT (-85.382579 35.016733),1
00 Birmingham Hwy,Chattanooga,TN,37419,09/20/2022 10:05:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-102980,2,Cleared by Arrest,35.017468,-85.382974,POINT (-85.382974 35.017468),1
1500 E 34th St,Chattanooga,TN,37407,09/20/2022 05:30:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-103557,3,Pending/Possible Leads,35.006053,-85.295199,POINT (-85.295199 35.006053),7
4700 Enterprise Ln,Chattanooga,TN,37416,09/20/2022 03:56:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-102838,3,Pending/Possible Leads,35.083982,-85.170742,POINT (-85.170742 35.083982),5
2400 6th Avenue Ct,Chattanooga,TN,37407,09/20/2022 03:49:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-102832,3,Pending/Possible Leads,35.015773,-85.279806,POINT (-85.279806 35.015773),8
1600 Gunbarrel Rd,Chattanooga,TN,37421,09/20/2022 03:25:00 PM,TN0330100,C8,Charlie N,120,Robbery,Part 1 Crimes,22-102819,3,Pending/Possible Leads,35.02043,-85.160503,POINT (-85.160503 35.02043),4
3500 Chandler Ave,Chattanooga,TN,37410,09/20/2022 03:00:00 PM,TN0330100,A11,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-102808,2,Cleared by Arrest,35.008827000000004,-85.313719,POINT (-85.313719 35.008827),7
4000 Highland Ave,Chattanooga,TN,37410,09/20/2022 01:14:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-102763,2,Cleared by Arrest,35.006036,-85.315034,POINT (-85.315034 35.006036),7
1800 Tuskegee Blvd,Chattanooga,TN,37421,09/20/2022 11:25:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-102726,2,Cleared by Arrest,35.039141,-85.187933,POINT (-85.187933 35.039141),6
100 W Ml King Blvd,Chattanooga,TN,37402,09/20/2022 12:00:00 AM,TN0330100,A7,Adam S,11A,Forcible Rape,Part 1 Crimes,22-120834,I,Closed,35.047467,-85.311402,POINT (-85.311402 35.047467),7
2000 Citico Ave,Chattanooga,TN,37404,09/19/2022 12:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-102324,3,Pending/Possible Leads,35.044270999999995,-85.268134,POINT (-85.268134 35.044271),8
2500 De Sales Ave,Chattanooga,TN,37404,09/19/2022 10:27:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-102278,3,Pending/Possible Leads,35.041416000000005,-85.260049,POINT (-85.260049 35.041416),9
5900 Brainerd Rd,Chattanooga,TN,37421,09/19/2022 10:05:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-102274,3,Pending/Possible Leads,35.014787,-85.208473,POINT (-85.208473 35.014787),6
4300 Jersey Pike,Chattanooga,TN,37416,09/19/2022 09:28:00 AM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-102263,3,Pending/Possible Leads,35.070999,-85.19207200000001,POINT (-85.192072 35.070999),5
3900 Dahlia St,Chattanooga,TN,37421,09/18/2022 01:45:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-101991,3,Pending/Possible Leads,35.058821,-85.210545,POINT (-85.210545 35.058821),5
3400 Plumwood Rd,Chattanooga,TN,37411,09/18/2022 01:01:00 PM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-101944,3,Pending/Possible Leads,35.052245,-85.24035500000001,POINT (-85.240355 35.052245),5
2700 Rossville Blvd,Chattanooga,TN,37404,09/18/2022 12:40:00 PM,TN0330100,B7,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-101943,3,Pending/Possible Leads,35.017229,-85.293415,POINT (-85.293415 35.017229),8
500 Fisher Ave,Chattanooga,TN,37406,09/18/2022 07:18:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-101857,2,Cleared by Arrest,35.038503,-85.25650900000001,POINT (-85.256509 35.038503),9
4500 Rossville Blvd,Chattanooga,TN,37407,09/18/2022 02:00:00 AM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-101816,3,Pending/Possible Leads,34.991273,-85.290341,POINT (-85.290341 34.991273),7
700 E 49th St,Chattanooga,TN,37410,09/17/2022 11:40:00 PM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-101769,3,Pending/Possible Leads,34.992402000000006,-85.30732499999999,POINT (-85.307325 34.992402),7
2300 Mccallie Ave,Chattanooga,TN,37404,09/17/2022 08:00:00 AM,TN0330100,B4,Baker N,11A,Forcible Rape,Part 1 Crimes,22-102209,3,Pending/Possible Leads,35.034621,-85.26785699999999,POINT (-85.267857 35.034621),9
300 Mcbrien Rd,Chattanooga,TN,37411,09/17/2022 01:50:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-101422,2,Cleared by Arrest,35.005739,-85.224164,POINT (-85.224164 35.005739),6
600 N Orchard Knob Ave,Chattanooga,TN,37404,09/16/2022 10:00:00 PM,TN0330100,B4,Baker N,11A,Forcible Rape,Part 1 Crimes,22-101576,2,Cleared by Arrest,35.043383999999996,-85.27074,POINT (-85.27074 35.043384),8
1400 Stratton Place Dr,Chattanooga,TN,37421,09/16/2022 07:00:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-101272,2,Cleared by Arrest,35.012526,-85.159435,POINT (-85.159435 35.012526),4
3100 12th Ave,Chattanooga,TN,37407,09/16/2022 02:00:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-101150,3,Pending/Possible Leads,35.003306,-85.277854,POINT (-85.277854 35.003306),7
2000 Taylor St,Chattanooga,TN,37406,09/16/2022 10:44:00 AM,TN0330100,B2,Baker N,11A,Forcible Rape,Part 1 Crimes,22-101037,3,Pending/Possible Leads,35.059211999999995,-85.256756,POINT (-85.256756 35.059212),9
5400 Highway 153,Chattanooga,TN,37343,09/15/2022 07:45:00 PM,TN0330100,A1,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-100885,2,Cleared by Arrest,35.140372,-85.24759499999999,POINT (-85.247595 35.140372),3
5700 Highway 58,Chattanooga,TN,37341,09/15/2022 07:00:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-101222,3,Pending/Possible Leads,35.110486,-85.138356,POINT (-85.138356 35.110486),6
500 E Martin Luther King Blvd,Chattanooga,TN,37403,09/15/2022 07:00:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-100901,3,Pending/Possible Leads,35.042288,-85.302961,POINT (-85.302961 35.042288),8
5100 Highway 58,Chattanooga,TN,37416,09/15/2022 04:19:00 PM,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-100802,2,Cleared by Arrest,35.099591000000004,-85.172853,POINT (-85.172853 35.099591),3
3200 7th Ave,Chattanooga,TN,37407,09/15/2022 02:29:00 AM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-100579,3,Pending/Possible Leads,35.005593,-85.284273,POINT (-85.284273 35.005593),7
3500 6th Ave,Chattanooga,TN,37407,09/15/2022 01:00:00 AM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-100564,2,Cleared by Arrest,35.002352,-85.285834,POINT (-85.285834 35.002352),7
700 E Martin Luther King Blvd,Chattanooga,TN,37403,09/14/2022 11:00:00 PM,TN0330100,A9,Adam S,11A,Forcible Rape,Part 1 Crimes,22-100560,I,Closed,35.041139,-85.296407,POINT (-85.296407 35.041139),8
3000 E 39th St,Chattanooga,TN,37407,09/14/2022 08:29:00 PM,TN0330100,B9,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-100492,3,Pending/Possible Leads,34.996716,-85.280028,POINT (-85.280028 34.996716),7
1200 Peeples St,Chattanooga,TN,37403,09/14/2022 06:00:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-101132,3,Pending/Possible Leads,35.039567,-85.30019899999999,POINT (-85.300199 35.039567),8
700 E 11th St,Chattanooga,TN,37403,09/14/2022 05:00:00 PM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-100531,3,Pending/Possible Leads,35.041309,-85.298991,POINT (-85.298991 35.041309),8
7300 Shallowford Rd,Chattanooga,TN,37421,09/14/2022 04:50:00 PM,TN0330100,C7,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-100408,2,Cleared by Arrest,35.039618999999995,-85.152356,POINT (-85.152356 35.039619),4
3900 Dahlia St,Chattanooga,TN,37421,09/14/2022 07:48:00 AM,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-100197,2,Cleared by Arrest,35.05853,-85.21194299999999,POINT (-85.211943 35.05853),5
E 11th St,Chattanooga,TN,37402,09/14/2022 03:41:00 AM,TN0330100,A9,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-100171,3,Pending/Possible Leads,35.043111999999994,-85.309679,POINT (-85.309679 35.043112),7
4700 Metro Park Ln,Chattanooga,TN,37343,09/14/2022 03:36:00 AM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-100168,2,Cleared by Arrest,35.141161999999994,-85.25055,POINT (-85.25055 35.141162),2
7300 Noah Reid Rd,Chattanooga,TN,37421,09/13/2022 11:55:00 PM,TN0330100,C6,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-100134,2,Cleared by Arrest,35.060869999999994,-85.175303,POINT (-85.175303 35.06087),6
7400 Bonnyshire Dr,Chattanooga,TN,37421,09/13/2022 09:00:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-100092,3,Pending/Possible Leads,35.045015,-85.155807,POINT (-85.155807 35.045015),6
1900 S Watkins St,Chattanooga,TN,37404,09/13/2022 04:21:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-100147,3,Pending/Possible Leads,35.017984,-85.275301,POINT (-85.275301 35.017984),9
1900 S Watkins St,Chattanooga,TN,37404,09/13/2022 04:21:00 PM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-099982,2,Cleared by Arrest,35.01848699999999,-85.27544400000001,POINT (-85.275444 35.018487),9
1500 Hickory Valley Rd,Chattanooga,TN,37421,09/13/2022 01:04:00 PM,TN0330100,C4,Charlie S,11A,Forcible Rape,Part 1 Crimes,22-099903,I,Closed,35.023015,-85.180349,POINT (-85.180349 35.023015),6
1800 E 3rd St,Chattanooga,TN,37404,09/13/2022 04:46:00 AM,TN0330100,B4,Baker N,120,Robbery,Part 1 Crimes,22-099761,3,Pending/Possible Leads,35.040078,-85.269903,POINT (-85.269903 35.040078),8
1900 Garfield St,Chattanooga,TN,37404,09/12/2022 05:40:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-099610,3,Pending/Possible Leads,35.041827999999995,-85.270777,POINT (-85.270777 35.041828),8
1700 Gunbarrel Rd,Chattanooga,TN,37421,09/12/2022 05:35:00 PM,TN0330100,C8,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-099609,3,Pending/Possible Leads,35.021663999999994,-85.15937000000001,POINT (-85.15937 35.021664),4
2300 Windsor St,Chattanooga,TN,37406,09/11/2022 05:37:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-099219,3,Pending/Possible Leads,35.046205,-85.261444,POINT (-85.261444 35.046205),8
3400 Campbell St,Chattanooga,TN,37406,09/11/2022 04:00:00 AM,TN0330100,B1,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-099033,3,Pending/Possible Leads,35.074102,-85.242374,POINT (-85.242374 35.074102),9
00 Cherokee Blvd,Chattanooga,TN,37405,09/10/2022 11:59:00 PM,TN0330100,A7,Adam S,11A,Forcible Rape,Part 1 Crimes,22-099099,3,Pending/Possible Leads,35.063481,-85.310046,POINT (-85.310046 35.063481),1
2500 4th Ave,Chattanooga,TN,37407,09/10/2022 10:00:00 PM,TN0330100,B8,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-099078,3,Pending/Possible Leads,35.013104999999996,-85.28119,POINT (-85.28119 35.013105),8
5500 Brainerd Rd,Chattanooga,TN,37421,09/10/2022 08:00:00 PM,TN0330100,C3,Charlie S,11A,Forcible Rape,Part 1 Crimes,22-099461,1,Unfounded,35.010997,-85.218866,POINT (-85.218866 35.010997),5
3700 Tennessee Ave,Chattanooga,TN,37409,09/10/2022 11:00:00 AM,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-099021,3,Pending/Possible Leads,35.012734,-85.326859,POINT (-85.326859 35.012734),7
Mccallie Ave & N Holtzclaw Ave,Chattanooga,TN,37404,09/10/2022 09:53:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-098723,3,Pending/Possible Leads,35.039376000000004,-85.283327,POINT (-85.283327 35.039376),8
2400 Williams St,Chattanooga,TN,37408,09/10/2022 06:08:00 AM,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-098687,3,Pending/Possible Leads,35.028791,-85.315233,POINT (-85.315233 35.028791),7
5400 Highway 153,Chattanooga,TN,37343,09/09/2022 09:12:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-098564,3,Pending/Possible Leads,35.13791,-85.247809,POINT (-85.247809 35.13791),2
1900 Jackson St,Chattanooga,TN,37404,09/09/2022 09:00:00 PM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-098570,3,Pending/Possible Leads,35.044049,-85.26941099999999,POINT (-85.269411 35.044049),8
300 Patten Chapel Rd,Chattanooga,TN,37419,09/09/2022 09:00:00 PM,TN0330100,A13,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-098569,2,Cleared by Arrest,35.031368,-85.359964,POINT (-85.359964 35.031368),1
200 Riverfront Pkwy,Chattanooga,TN,37402,09/09/2022 04:00:00 PM,TN0330100,A6,Adam S,120,Robbery,Part 1 Crimes,22-101215,4,Inactive/Suspended,35.054867,-85.31785699999999,POINT (-85.317857 35.054867),7
300 Gillespie Rd,Chattanooga,TN,37411,09/09/2022 09:17:00 AM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-098326,3,Pending/Possible Leads,35.027437000000006,-85.241464,POINT (-85.241464 35.027437),5
5700 Lee Hwy,Chattanooga,TN,37421,09/09/2022 06:45:00 AM,TN0330100,C4,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-098273,3,Pending/Possible Leads,35.019431,-85.202458,POINT (-85.202458 35.019431),6
1700 S Kelley St,Chattanooga,TN,37404,09/09/2022 05:41:00 AM,TN0330100,B6,Baker S,120,Robbery,Part 1 Crimes,22-098261,3,Pending/Possible Leads,35.022822,-85.27813599999999,POINT (-85.278136 35.022822),8
2000 S Lyerly St,Chattanooga,TN,37404,09/09/2022 05:30:00 AM,TN0330100,B6,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-098258,2,Cleared by Arrest,35.018352,-85.275418,POINT (-85.275418 35.018352),9
700 Cherry St,Chattanooga,TN,37402,09/09/2022 02:35:00 AM,TN0330100,A7,Adam S,13A,Aggravated Assault,Part 1 Crimes,22-098241,2,Cleared by Arrest,35.047023,-85.308706,POINT (-85.308706 35.047023),7
1900 Sharp St,Chattanooga,TN,37404,09/09/2022 12:02:00 AM,TN0330100,B4,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-098223,3,Pending/Possible Leads,35.044959,-85.269928,POINT (-85.269928 35.044959),8
1800 Rubio St,Chattanooga,TN,37406,09/08/2022 08:55:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-098169,2,Cleared by Arrest,35.053016,-85.266291,POINT (-85.266291 35.053016),8
1800 Rubio St,Chattanooga,TN,37406,09/08/2022 08:55:00 PM,TN0330100,B3,Baker N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,22-098169,2,Cleared by Arrest,35.05317,-85.267218,POINT (-85.267218 35.05317),8
2100 Bachman St,Chattanooga,TN,37406,09/08/2022 07:03:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-098136,3,Pending/Possible Leads,35.069744,-85.25204699999999,POINT (-85.252047 35.069744),8
700 N Germantown Rd,Chattanooga,TN,37411,09/08/2022 03:21:00 PM,TN0330100,C2,Charlie S,13A,Aggravated Assault,Part 1 Crimes,22-098049,3,Pending/Possible Leads,35.033545,-85.241355,POINT (-85.241355 35.033545),9
1400 Greenwood Rd,Chattanooga,TN,37411,09/07/2022 09:30:00 PM,TN0330100,C1,Charlie S,11A,Forcible Rape,Part 1 Crimes,22-097798,I,Closed,35.051459,-85.24191400000001,POINT (-85.241914 35.051459),5
7700 Lee Hwy,Chattanooga,TN,37421,09/07/2022 08:45:00 PM,TN0330100,C9,Charlie N,13A,Aggravated Assault,Part 1 Crimes,22-097797,2,Cleared by Arrest,35.061463,-85.133827,POINT (-85.133827 35.061463),6
2400 Wilson St,Chattanooga,TN,37406,09/07/2022 05:48:00 PM,TN0330100,B3,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-097741,3,Pending/Possible Leads,35.049583000000005,-85.259432,POINT (-85.259432 35.049583),8
1900 S Highland Park Ave,Chattanooga,TN,37404,09/07/2022 08:45:00 AM,TN0330100,B6,Baker S,11A,Forcible Rape,Part 1 Crimes,22-097602,3,Pending/Possible Leads,35.024454,-85.28814399999999,POINT (-85.288144 35.024454),8
00 Trewhitt St,Chattanooga,TN,37405,09/06/2022 09:30:00 PM,TN0330100,A4,Adam N,09A,Murder & Non-Negligent Manslaughter,Part 1 Crimes,22-097385,2,Cleared by Arrest,35.076739,-85.308351,POINT (-85.308351 35.076739),1
00 Trewhitt St,Chattanooga,TN,37405,09/06/2022 09:30:00 PM,TN0330100,A4,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-097385,2,Cleared by Arrest,35.076662,-85.309138,POINT (-85.309138 35.076662),1
5100 Eldridge Rd,Chattanooga,TN,37343,09/06/2022 09:00:00 PM,TN0330100,A3,Adam N,13A,Aggravated Assault,Part 1 Crimes,22-097389,2,Cleared by Arrest,35.136286,-85.258886,POINT (-85.258886 35.136286),2
2200 E 13th St,Chattanooga,TN,37404,09/06/2022 08:30:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-097365,3,Pending/Possible Leads,35.026011,-85.272995,POINT (-85.272995 35.026011),8
1900 Appling St,Chattanooga,TN,37406,09/06/2022 08:00:00 PM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-097379,3,Pending/Possible Leads,35.069019,-85.256729,POINT (-85.256729 35.069019),8
2200 E 12th St,Chattanooga,TN,37404,09/06/2022 02:51:00 PM,TN0330100,B5,Baker S,13A,Aggravated Assault,Part 1 Crimes,22-097236,3,Pending/Possible Leads,35.025703,-85.273826,POINT (-85.273826 35.025703),8
2100 Glass St,Chattanooga,TN,37406,09/06/2022 09:39:00 AM,TN0330100,B2,Baker N,13A,Aggravated Assault,Part 1 Crimes,22-097126,2,Cleared by Arrest,35.061537,-85.257686,POINT (-85.257686 35.061537),8
